VAR_001,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_031,VAR_055
1501725,24718,3.86,43.97,97.12,63.81,5.75,89.12,54.12,403.54,8.68,41.29,18.64,3.34,6473,18.72,0.67,87.58,25519.93,3.88
1501758,6783,-0.63,58.88,100,69.48,1.55,84.04,60.42,176.01,8.38,40.26,25.52,4.35,2860,30.35,0.57,81.12,15643.39,5.26
1501782,45712,-1.15,55.83,98.5,28.13,11.48,89.27,73.26,116.83,8.03,43.11,19.24,2.87,19033,23.24,0.53,84.97,11579.35,11.6
1501808,106968,1.19,50.14,95.06,20.07,0.75,67.96,54.16,188.02,6.54,56.22,18.05,4.04,33214,23.86,0.58,84.62,8572.43,11.18
1501907,24383,-0.44,31.52,99.62,42.4,3.44,67.49,33.65,99.61,7.65,54,17.85,1.2,9781,23.56,0.52,84.79,18061.39,24.51
1501956,19630,-2.46,20.89,98.43,32.51,0.27,61.1,41.89,38.41,6.67,67.43,10.43,0.83,8339,23.65,0.58,84.74,6447.28,8.11
1502004,23981,1.34,35.98,98.63,40.99,5.53,88.14,40.46,82.25,7.07,54.4,13.88,2.6,7299,23.86,0.6,84.62,10504.21,7.74
1502103,134184,0.87,43.71,97.83,45.55,3.97,78.74,55.43,179.18,8.58,50.71,23.3,3.52,49640,28.26,0.58,82.22,9897.38,43.55
1502152,77079,9.23,77.58,86.21,66.83,59.78,98.77,92.87,1389.79,9.35,20.83,33.25,5.48,12370,21.38,0.55,87.04,894806.28,24.49
1502202,70394,0.84,79.72,89.52,32.3,5.19,93.56,86.21,406.6,9.6,30.91,34.55,4.62,27622,21.14,0.53,86.16,20438,113.27
1502301,56506,0.71,41.32,98.09,67.5,1.98,90.01,71.62,170.84,7.93,50.15,16.87,2.9,22465,29.58,0.62,81.52,11289.26,19.48
1502400,192256,0.88,88.58,86.2,43.22,17.19,98.43,94.72,476.06,9.91,22.93,38.62,6.94,75319,18.59,0.54,86.45,22897.75,186.78
1502509,20757,-0.1,11.95,99.07,20.37,0.99,51.05,22.01,37.18,4.95,63.04,4.16,1.78,7260,25.33,0.67,83.81,10269.71,1.66
1502608,12868,1.03,32.17,98.9,84.16,3.03,92.82,65.43,153.78,9.5,51.27,24.16,2.92,4085,26.4,0.56,83.22,8293.17,33.5
1502707,44617,-0.17,71.26,99.04,32.86,2.29,95.89,76.65,470.83,9.31,27.91,33.1,7.89,19708,25.2,0.54,83.87,13775.85,7.65
1502756,26881,-0.4,53.47,95.72,23.03,2.41,81.09,70.23,152.39,7.89,38.98,19.76,2.89,11278,30.73,0.5,80.92,12274.67,38.37
1502764,14036,2.48,25.9,95.97,45.37,3.03,78.76,55.43,204.82,6.97,36.37,9.43,1.83,4874,20.9,0.64,86.3,28975.18,0.82
1502772,19950,0.73,68.51,95.73,64.26,2.23,92,79.8,371.15,9.43,34.88,30.04,4.04,6477,18.78,0.54,87.54,206447.92,8.42
1502806,33903,1.44,38.29,98.89,12.43,0.44,60.63,33.72,93.96,7.05,60.34,14.12,3.15,10044,25.33,0.57,83.81,7951.38,9.37
1502855,14117,1.19,47.18,99.95,70.23,4.84,86.86,44.84,90,8.94,61.12,24.65,6.25,4533,23.42,0.6,84.86,10132.44,9.86
1502905,41262,1.55,35.5,98.76,87.78,6.17,94.96,77.65,142.59,8.16,50.49,22.48,1.78,11312,27.39,0.56,82.68,8998.53,61.01
1502939,58484,1.1,63.36,97.39,79.74,3.36,94.75,87.18,320.54,8.46,28.87,23.15,5.01,22724,26.4,0.52,83.22,15367.96,11.1
1502954,28192,-0.99,52.16,98.47,42.47,2.43,90.75,59.39,183.73,7.99,44.12,17.28,2.88,12463,27.59,0.57,82.58,16321.07,9.53
1503002,8728,0.54,74.94,99.9,78.67,2.29,88.98,77.91,160.94,8.1,55.62,24.17,5.02,2623,27.8,0.56,82.47,11041.86,0.74
1503044,17898,0.06,49.04,99.37,12.51,0.37,89.34,53.06,194.8,7.98,46.37,22.16,5.44,7050,21.42,0.62,86,29053.27,5.2
1503077,24703,-0.11,34.38,98.82,40.06,0.92,84.68,62.7,121.11,7,49.27,15.49,3.16,10793,26.56,0.55,83.13,10553.72,15.36
1503093,26362,-2.07,69.27,98.21,14.88,2.1,91.75,68.62,146.78,7.3,35.6,18.3,3.17,11658,30.31,0.54,81.14,12156.01,3.75
1503101,31786,0.75,32.96,99,35.57,0.37,62.18,40.95,99.06,6.23,54.73,13.7,1.98,10269,24.04,0.56,84.52,9795.38,3.71
1503200,35797,-0.02,59.09,98.79,72.04,0.99,87.46,80.04,217.9,8.47,42.96,26.34,3.43,14463,30.41,0.56,81.09,10600.35,45.54
1503309,64831,0.92,45.12,98.36,17.61,4.8,74.07,45.93,155.5,7.27,53.09,17.61,3.17,23409,25.26,0.53,83.84,10908.41,32.47
1503408,10325,0.24,27.61,99.32,65.23,0.62,79.71,60.82,242.81,8.27,43.21,25.17,3.74,3664,29.31,0.52,81.66,14541.47,21.85
1503457,30329,-3.73,23.83,97.89,77.11,12.9,81.73,69.99,70.63,6.21,52.27,13.33,2.92,15099,27.51,0.57,82.62,9307.92,5.82
1503507,30955,-0.11,20.8,99.05,61.79,9.42,80.03,43.17,107.35,8.19,53.19,19.27,2.81,13993,26.56,0.58,83.13,8517.6,22.35
1503606,123314,1.98,72.5,91.37,25.52,4.44,95.19,85.38,655.16,8.6,24.77,26.16,5.24,40901,18.59,0.57,86.45,30318.38,1.99
1503705,49754,-0.24,40,98.47,17.64,5.44,91.4,61.16,148.89,7.08,51.56,17.2,2.59,18110,29.8,0.62,81.41,15755.46,6.31
1503754,24042,4.55,34.96,91.25,39.83,1.06,62.66,51.42,588.6,5.91,52.6,12.51,2.08,5160,19.81,0.69,86.69,90011.45,0.45
1503804,37707,-2.54,88.95,98.61,30.98,10.41,95.35,87.89,197.28,8.09,31.68,24.73,3.7,21893,28.48,0.59,82.1,10173.91,18.78
1503903,50881,0.65,33.67,98.19,79.43,4.05,84.86,64.6,222.18,9.03,49.58,26.89,3.54,17404,27.8,0.59,82.47,24211.68,6.13
1504000,29569,1.4,24.77,98.76,26.79,0.64,63.9,23.83,98.77,7.79,63.67,19.87,4.11,10414,28.26,0.58,82.22,16981.77,19.84
1504059,34353,1.75,82.61,97.85,25.04,5.33,95.19,92.87,271.66,7.71,35.53,27.26,5.16,10897,26.56,0.58,83.13,11198.48,73.19
1504109,8115,0,46.77,99.84,92.91,0.52,91.58,82.24,117.45,8.66,50.81,26.5,2.37,2574,21.38,0.54,87.04,11448.24,25.05
1504208,266533,1.1,79.72,89.58,39.95,22.2,96.42,89.54,611.44,8.53,23.53,37.92,6.44,103679,23.05,0.58,85.38,47010.21,17.62
1504307,25971,-0.74,41.08,99.79,60.01,4.22,88.1,43.07,108.39,8.49,54.06,17.26,2.83,10183,26.23,0.59,83.31,9810.78,32.16
1504406,26573,-0.01,43.99,99.55,68.35,5.52,96.01,65.53,148.56,9.16,43.46,24.58,2.37,10720,26.98,0.54,82.91,9230.71,33.03
1504422,111785,0.27,98.96,76.7,51.07,22.2,99.32,97.66,204.14,9.2,17.02,41.01,4.78,47172,21.21,0.42,86.12,18986.11,1083.04
1504455,27094,-0.07,34.98,98.07,27.08,5.65,83.95,43.48,195.43,7.81,39.49,14.07,1.56,11711,20.16,0.61,86.73,31655.85,3.28
1504505,27881,0.98,22.18,96.96,8.64,4.06,38.74,30.53,102.22,5.51,73.43,10.68,2.74,8225,24.1,0.55,84.48,7711.49,4.12
1504604,27198,0.14,68.38,97.37,40.5,6.71,82.8,72.29,168.98,8.07,56.69,23.19,3.82,11706,28.26,0.58,82.22,14164.3,31.22
1504703,84094,1.54,35.94,95.26,36.24,1.81,75.98,43.35,120.42,7.26,45.7,16.84,2.31,27599,27.51,0.63,82.62,16005.52,9.25
1504752,23501,3.94,64.66,99.79,45.63,1.02,95.99,43.54,170.81,8.00951049,42.80664336,22.30741259,3.713916084,22423.82517,24.58755245,0.564965035,84.26993007,17727.77,4.71
1504802,60012,0.66,44.29,98.37,30.6,0.75,80.57,46.6,225.5,8.8,51.73,25.03,4.03,21464,26.21,0.59,83.32,13850.64,3.31
1504901,45368,2.38,42.45,97.69,44.47,1.39,72.85,45.52,88.92,7.8,52.07,15.46,1.84,12637,24.26,0.56,84.39,8172.04,12.06
1504950,20478,0.13,39.51,98.92,13.91,0.43,63.9,62.24,85.97,6.53,64.94,13.31,3.11,7000,27.51,0.63,82.62,16303.8,7.29
1504976,13955,-0.4,52.76,99.54,17.33,8.23,87.88,52.61,178.98,7.73,44.7,16.17,3.43,6136,25.85,0.59,83.52,11311.77,8.92
1505007,12806,-0.54,40.38,98.49,79.71,7.04,88.82,78.31,164.62,8.72,41.2,25.66,2.84,5507,21.67,0.52,85.86,9426.75,26.14
1505031,33638,2.46,70.52,92.05,51.8,18.29,97.88,85.63,694.31,8.52,12.03,23.82,5.18,13255,16.02,0.54,89.2,37701.86,0.88
1505064,60732,-0.18,45.04,97.86,10.47,8.26,86.6,56.32,171.67,6.82,46.1,16.53,2.86,23473,30.64,0.59,80.97,14231.91,3.94
1505106,52229,0.48,51.62,97.7,36.29,1.02,72.87,48.75,197.63,8.89,48.27,22.41,2.54,19694,27.8,0.59,82.47,18408.13,1.86
1505205,33844,1.41,39.98,99.51,43.3,0.28,65.55,44.45,110.95,7.46,59.37,14.81,2.77,10728,28.26,0.56,82.22,12629.63,8.79
1505304,68294,0.7,63.93,96.12,49.82,13.96,78.86,67.03,361.69,9.32,46.08,32.05,5.7,24460,23.84,0.64,84.63,30413.04,0.63
1505403,17855,0.76,45.6,99.31,57.9,1.15,93.19,86.25,154.85,8.43,48.02,21.49,2.77,5730,33.56,0.62,79.48,11097.32,31.79
1505437,32467,1.44,72.78,91.57,69.25,5.88,97.03,82.26,421.29,7.72,23.09,26.91,4.9,11629,20.88,0.55,86.31,38498.1,2.25
1505486,41097,0.23,34.39,98.82,3.08,0.42,79.48,46.27,203.08,6.55,55.04,17.28,2.73,14027,29.64,0.65,81.49,17666.57,3.47
1505494,6885,-0.68,60.82,99.77,67.14,0.18,82.55,73.18,177.21,8.36,39.35,27.46,2.45,2658,26.93,0.55,82.93,13038.79,6.99
1505502,105550,0.64,78.22,83.1,80.77,21.34,96.12,91.44,511.98,8.52,24.5,30.65,6.17,42618,24.88,0.6,85.17,36952.54,5.46
1505536,267836,4.73,90.11,79.21,70.83,28.34,98.94,95.37,1014.99,9.26,13.17,44.37,6.46,71783,18.72,0.53,87.58,227449.71,38.9
1505551,6931,1.16,60.35,99.6,62.47,1.26,90.43,60.58,237.1908392,8.29,38.62,26.77,4.88,2147,29.37,0.51,81.63,21515.23,4.15
1505601,8285,0.45,53.08,99.69,69.49,0.71,88.12,78.32,219.42,8.65,47.64,22.51,2.58,2740,28.19,0.55,82.26,8946.94,18.4
1505635,12832,0.09,28.2,98.77,6.8,0.42,91.21,50.96,192.34,7.81,39.73,18.66,3.78,4944,21.36,0.52,86.04,22561.23,3.87
1505650,18668,-2.05,20.28,98.91,16.03,0.19,78.19,45.43,87.3,8.33,53.83,16.74,2.36,9690,25.26,0.59,83.84,10000.39,2.6
1505700,24984,-0.33,47.79,98.35,52.77,9.33,93.13,59.22,92.74,7.17,52.26,19.83,4.7,9377,24.65,0.61,84.18,8599.05,7.43
1505809,62503,1.52,47.63,98.74,7.47,0.41,52.69,50.62,132.56,6.19,60.55,14.93,4.2,17311,25.67,0.64,83.62,14816.2,2.46
1505908,40597,1.5,42.95,97.89,54.22,4.85,65.78,48.66,106.14,6.49,56.21,13.63,3.98,13251,25.2,0.59,83.87,9531.67,2.33
1506005,35577,1.62,30.53,99.49,39.2,0.66,68.42,39.61,122.87,7.18,67.23,13.69,3.57,10517,23.56,0.68,84.79,14851.29,2.41
1506104,10851,0.46,62.24,98.84,79,1.47,90.76,82.11,195.66,7.62,48.38,21.86,2.74,4390,24.89,0.65,84.05,29545.97,41.96
1506112,11524,-0.62,42.81,98.6,45.71,3.4,88.57,85.01,92.79,7.21,52.44,14.53,2.33,4864,32.65,0.6,79.94,8763.36,38.04
1506138,85597,1.05,92.73,95.11,38.3,10.11,98.46,94.02,715.93,9.63,15.48,30.8,6.12,35573,19.54,0.53,87.09,29567.91,22.39
1506161,18384,0.32,76.35,98.72,24.62,1.52,96.42,77.69,354.86,8.79,22.47,24.46,5.16,8197,19.54,0.53,87.09,33055.36,4.47
1506187,53143,1.04,73.88,97.24,75.62,3.43,95.83,75.68,255.68,8.15,30,20.31,4.96,19735,22.05,0.54,85.64,13787.05,6.44
1506195,35769,-0.95,38.1,97.13,35.91,0.46,83.28,64.51,102.32,6.5,48.07,18.27,3.65,15223,26.23,0.57,83.31,9468.44,5.09
1506203,44772,1.51,89.23,96.19,75.17,10.4,96.45,88.88,256.6,9.17,27.12,26.29,2.36,17534,20.49,0.52,86.54,15593.74,198
1506302,24129,1.5,62.79,99.46,84.4,5.52,94.9,59.41,144.31,8.6,42.33,25.18,3.68,7591,21.2,0.57,86.13,8624.59,26.27
1506351,21087,1.74,31.84,97.96,80.28,2.93,95.87,79.09,175.05,8.88,39.11,29.19,2.5,6612,22.7,0.52,85.27,11027.66,75.81
1506401,7445,-0.76,48.98,99.44,84.19,15.64,91.08,75.49,44.18,7.64,62.21,18.02,1.25,2759,24.26,0.49,84.39,9150.41,6.91
1506500,73019,1.73,72.31,93.28,73.97,8.09,96.71,88.25,285.24,9.38,26.13,34.29,4.45,24901,20.47,0.51,86.55,12835.31,101.75
1506559,20370,0.4,44.75,99.14,12.12,0.81,87.5,66.29,156.13,8.16,52.26,23.2,3.03,6384,34.36,0.56,79.07,9888,15.13
1506583,16548,-0.32,36.95,99.25,16.13,1.84,93.5,54.58,223.23,7.36,44.03,14.67,3.57,6027,22.87,0.56,85.17,48203.76,1.6
1506609,24624,0.56,57.88,97.75,80.18,7.83,92.03,77.73,229.69,8.04,34.67,20.07,2.61,9961,26.23,0.52,83.31,14790.55,53.8
1506708,32413,-4.48,52.83,96.24,21.99,7.57,97.63,81.87,162.31,8.19,26.78,22.9,4.15,25195,24.51,0.46,84.26,18185.03,2.8
1506807,331942,1.43,73.25,89.94,49.97,11.12,93.97,82.23,606.92,10.26,31.07,41.72,8.39,126139,19.23,0.58,87.45,20725.66,18.55
1506906,6116,-0.03,29.46,99.44,86.69,1.02,86.69,90.77,101.37,8.35,55.9,22.54,2.56,1766,24.53,0.56,84.25,8838.35,26.65
1507003,27461,0.24,55.75,97.66,84.08,1.95,96.7,79.89,181.47,9.61,33.2,29.07,3.65,11117,28.33,0.52,82.18,14702.56,51.08
1507102,16666,-0.11,41.19,98.32,61.97,6.97,95.92,72.24,145.68,8.97,43.12,21.1,0.98,6656,25.78,0.48,83.56,10061.58,35.91
1507151,21092,-0.77,65.95,96.19,77.69,1.37,90.69,75.25,210.04,8.08,30.7,24.51,3.99,9534,31.41,0.59,80.57,13837.78,15.15
1507201,30599,0.21,22.08,99.76,43.65,1.03,65.66,40.1,85.55,7.35,60.67,17.84,2.54,11951,24.65,0.6,84.18,13579.38,18.14
1507300,65418,-2.74,49.39,97.57,13.78,2.81,91.6,57.83,181.19,6.45,32.79,17.45,2.28,35707,20.47,0.62,86.55,14802.13,0.78
1507409,14894,-0.09,33.95,99.05,59.47,13.15,91.92,61.45,176.28,9.51,35.45,25.21,1.99,5620,22.63,0.48,85.31,16546.12,31.07
1507458,24255,-0.44,53.11,99.53,60.72,23.29,94.41,74.49,284.03,7.54,34.17,24.47,6.2,10527,21.33,0.53,86.05,28929.59,7.66
1507466,4430,-1.43,19.58,99.59,85.51,11.47,91.48,89.08,52.84,8.18,50.08,18.85,2.11,2101,25.79,0.51,83.55,9120.92,22.61
1507474,20689,0.02,50.79,96.2,78.7,2.79,84.8,74.64,106.56,7.61,54.68,15.27,1.83,6957,28.34,0.58,82.18,7771.66,30.95
1507508,13664,0.32,19.66,99.59,27.95,14.12,81.71,39.73,91.56,7.3,48.84,17.31,2.84,4687,30.66,0.55,80.96,13249.93,10.68
1507607,52894,0.21,61.83,95.9,49.02,5.08,86.79,67.6,169.85,7.82,37.97,20.55,3.55,21324,28.59,0.53,82.04,13160.19,48.32
1507706,25643,0.95,43.23,97.79,26.3,2.13,68.45,38,103.11,7.88,56.65,22.87,2.08,7928,26.95,0.54,82.92,8974.71,15.71
1507755,5847,1.23,65.88,99.27,80.07,1.58,98.87,91.72,242.41,7.93,22.96,17.82,3.16,2369,21.42,0.52,86,23189.27,4.5
1507805,22576,4.68,49.6,98.98,41.8,0.35,63.23,35.66,189.79,7.56,53.06,11,3.65,5122,28.16,0.54,82.27,21785.17,1.57
1507904,24204,0.43,91.37,98.11,78.34,1.26,97.28,87.07,266.38,8.68,38.22,31.45,5.44,8750,27.1,0.52,82.84,9389.68,8.47
1507953,72493,-0.74,74.04,91.26,37.71,5.18,90.66,85.77,138.6,7.74,33.6,23.87,2.78,28805,24.07,0.52,84.5,11579.35,16.36
1507961,10400,0.11,42.23,99.25,78,0.36,92.97,85.07,132.03,8.99,44.56,28.38,2.71,3699,30.28,0.54,81.16,6937.27,50.74
1507979,18782,0.86,60.98,97.64,85.31,12.91,91.86,83.63,220.19,9.33,38.14,31.43,4.59,6749,26.54,0.58,83.14,27253.9,9.91
1508001,67585,1.5,55.85,93.71,68.68,3.73,88.94,69.86,231.93,8.32,33.93,19.98,2.79,23793,20.49,0.54,86.54,16107.91,13.14
1508035,28595,0.34,26.43,99.31,31.34,0.62,81.03,41.95,106.09,7.79,57.89,15.61,1.49,11088,24.11,0.59,84.48,9044.03,32.94
1508050,15242,-0.84,33.65,98.29,8.83,0.06,89.83,65.98,161.62,7.28,35.18,14.04,2.29,7140,26.4,0.55,83.22,16931.49,1.27
1508084,39550,1.35,79.87,97.5,71.75,2.26,98.64,83.95,507.89,8.02,19.04,22.16,3.87,17972,18.19,0.53,87.89,24210.5,15.74
1508100,91306,-0.51,95.18,96.69,84.7,14.64,95.34,91.57,452.25,8.6,20.36,37.96,6.65,41737,19.81,0.57,86.69,48149.75,43.81
1508126,37972,-1.1,65.82,94.86,73.04,10.99,93.23,76.59,141.4,6.9,27.74,18.3,1.83,15589,27.18,0.7,82.8,32043.86,7.46
1508159,43558,-0.23,54.54,96.78,3.69,7.62,81.72,56.09,213.06,7.81,34.51,17.9,2.55,18923,20.49,0.57,86.54,17062.01,4.04
1508209,50832,0.5,67.56,94.1,45.37,6.28,96.88,87.85,162.29,8.75,32.74,25.24,4.87,19390,25.61,0.5,83.65,8724.37,126.58
1508308,58692,0.29,32.44,99.49,31.87,4.2,76,46.75,94.79,6.97,65.78,16.15,2.83,16048,24.1,0.62,84.48,9961.97,11.8
1508357,15607,1.26,39.92,98.1,48.21,7.54,92.46,72.12,302.42,8.41,42.76,16.79,3.02,5695,21.51,0.6,85.95,274351.7,5.05
1508407,52893,2.23,77.62,96.48,36.18,4.91,97.66,89.63,620.37,8.38,18.58,27.19,5.81,18477,20.08,0.55,86.78,35340.41,14
1600055,4673,0.54,58.79,92.96,74.19,38.12,96.63,94.5,389.24,10.57,29.33,46.57,5.88,1767,20.63,0.6,85.28,16524.09,0.61
1600105,7943,-0.13,86.24,99.22,31.82,8.27,93.58,84.62,296.54,8.68,42.01,30.38,5.24,3225,19.52,0.66,85.98,17220,0.94
1600154,12847,1.48,55.36,85.81,40.4,2.86,85.87,83.53,202.77,7.5,36.14,28.51,4.8,4957,21.26,0.61,84.89,25720.52,1.34
1600204,10612,1.38,81.19,98.16,20.73,0.25,83.15,84.27,213.74,8.9,41.85,26.65,4.32,3873,24.66,0.67,82.84,16052.88,0.75
1600212,4461,-0.43,52,99.48,84.95,1.04,93.94,88.75,71.52,9.9,47.76,35.33,6.6,1705,24.45,0.61,82.97,15220.38,2.05
1600238,6666,1.16,71.96,97.49,61.75,1.06,93.76,75.17,263.43,9.05,33.75,38,5.38,2472,15.26,0.6,88.74,70958.35,1.34
1600253,5599,2.29,41.13,98.31,64.44,0.88,97.65,67.82,116.49,8.33,63.69,23.24,3.28,1540,24.8,0.61,82.76,15338.73,3.45
1600279,35114,-1.07,94.9,90.48,65.69,3.75,90.01,90.85,256.9,9.15,24.49,38.1,4.79,16530,17.89,0.55,87.01,21693,1.14
1600303,442933,0.89,95.73,82.4,44.06,16.91,97.71,94.76,979.92,9.6,18.15,57.85,15.91,185996,15.38,0.59,88.66,24768.62,67.48
1600402,21924,2.13,48.57,95.79,23.81,4.53,74.87,72.54,203.62,8.3,43.51,27.97,3.98,6201,24.8,0.65,82.76,16812.11,1.65
1600501,27482,2.47,67.54,85.7,7.4,2.14,89.9,80.66,317.02,8.55,31.24,26.84,5.39,9060,21.31,0.69,84.86,18536.44,1.19
1600535,17848,0.5,64.3,96.35,8.68,1.6,90.9,68.72,228.47,9.29,35.58,31.56,5.76,7243,21.54,0.56,84.72,16311.17,4.03
1600550,3803,0.02,49.59,98.8,15.22,0.11,94.3,84.78,93.29,9.71,55.75,31.44,4.41,1271,19.52,0.65,85.98,15752.05,0.77
1600600,107618,0.51,97.88,90.65,48.5,5.04,96.32,91.73,535.23,9.91,25.39,50.04,9.6,42493,18.88,0.55,86.38,20132.66,69.83
1600709,12945,0.25,51.87,97.02,32.46,1.45,89.16,60.83,98.96,8.51,56.61,23.97,4.77,4401,18.94,0.65,86.35,14378.77,1.94
1600808,11291,-0.8,82.89,99.2,68.96,5.62,83.23,85.06,142.14,8.62,41.64,34.09,4.36,4373,20.85,0.58,85.15,14296.72,4.5
1700251,2576,0.62,61.73,99.89,58.81,1.08,98.38,60.32,316.12,7.24,26.79,29.63,10.19,1153,14.76,0.71,89.87,42979.98,1.35
1700301,4497,-1.14,80.24,99.03,86.25,31.81,99.31,86.25,233.18,8.93,22.35,33.83,4.16,2122,19.32,0.48,87.09,23475.65,18.99
1700350,5147,-0.8,83.87,99.62,67.39,1.67,99.57,85.58,437.81,10.02,20.82,42.81,9.88,2362,19.78,0.47,86.82,116268.4,3.26
1700400,6499,-1.28,79.21,99.23,77.01,0.43,94.61,77.15,256.64,9.09,34.89,38.34,8.27,3106,20.54,0.57,86.37,39643.82,1.62
1700707,8802,0.42,92.73,99.81,79.57,1.76,99.9,93.98,864.26,9.85,11.18,40.99,9.75,4197,13.84,0.47,90.45,56569.78,7.29
1701002,10325,0.38,82.55,99.47,80.83,43.21,94.25,81.9,287.87,11.24,22.42,40.29,11.72,3934,19.28,0.48,87.12,16933.69,6.53
1701051,2876,-0.81,61.04,99.89,79.87,1.23,93.74,72.48,199.4,10.71,29.18,33.28,10.47,1247,24.39,0.47,84.17,13892.42,6.43
1701101,4856,1.19,78.64,99.52,72.45,1.21,97.41,78.54,395.28,10.01,29.85,35.6,6.68,1656,21.24,0.48,85.96,52216.34,4.19
1701309,5290,-0.88,37.91,99.56,54.85,0.71,90.84,53.76,188.6,9.2,33.63,21.01,5.76,2837,30.66,0.54,80.78,17255.24,4.53
1701903,5927,-0.53,46.3,99.51,61.57,32.8,93.79,68.61,273.15,10.12,36.69,34.91,8.75,2790,19.12,0.56,87.21,33261.2,2.14
1702000,8133,-0.64,66.95,99.61,63.04,0.49,99.57,74.38,534.44,9.92,18.59,36.71,10.01,3994,20.45,0.49,86.43,41464.68,1.58
1702109,171301,1.09,94.98,95.87,94.99,28.36,99.32,95.3,1017.1,10.05,11.18,52.25,12.33,74333,14.04,0.56,88.08,28129.89,42.78
1702158,4310,-1.28,67.32,99.25,70.23,13.76,97.62,86.17,166.56,9.89,25.5,27.26,7.62,2251,27.41,0.52,82.51,17393.75,5.16
1702208,31918,0.16,64.27,98.76,75.44,0.9,92.88,72.03,351.2,9.62,36.03,34.46,10.01,11763,21.04,0.57,86.08,14472.16,12.12
1702307,5550,-1.61,80.91,99.8,80.22,4.94,99.13,87,420.47,9.91,20.89,36.69,8.63,2991,18.37,0.51,87.66,49244.74,3.56
1702406,10287,-0.28,69.24,99.03,66,1.02,88.87,67.35,562.35,9.69,35.31,38.55,15.46,4288,15.64,0.61,89.33,21263.55,1.77
1702554,17484,0.77,82.61,98.11,90.77,11.77,98.66,89.92,426.9,10.53,28.83,38.02,7.98,6788,21.04,0.52,86.08,16169.5,44.97
1702703,3342,-0.26,72.03,99.92,69.91,1.81,97.33,68.74,312.2,8.41,32.91,33.54,8.19,1434,19.27,0.68,87.12,15438.7,4.8
1702901,10262,0.85,82.17,99.86,93.69,43.81,94.41,77.8,301.71,10.11,32.65,32.81,8,3594,31.91,0.5,80.13,14372.21,66.84
1703008,7880,-2.3,47.29,99.89,53.69,2.65,92.43,56.26,143.95,9.51,31.33,29.91,5.96,4146,21.16,0.49,86.01,14880.15,4.4
1703057,3407,0.73,53.97,99.31,68.3,0.69,97.5,70.28,227.1,9.92,40.26,36.64,10.84,898,20.44,0.55,86.43,49202.29,2.21
1703073,4476,0.69,53.02,99.93,69.41,1.54,86.57,72.63,155.78,9.18,45.73,33.41,7.65,1546,26.69,0.55,82.9,24237.11,4.05
1703107,4846,-0.82,83.74,99.71,80.6,0.68,99.54,85.23,332.1,9.52,29.67,30.6,7.99,2148,17.38,0.44,88.26,21523.42,6.95
1703206,4229,-0.43,49.08,99.28,65.39,0.2,96.12,68.82,263.93,9.8,21.61,30.74,10.01,1903,28.9,0.42,81.71,23132.25,4.58
1703305,4038,0.58,75,98.43,77.71,1.12,95.21,79.06,282.97,9.92,21.3,27.7,5.49,1758,15.08,0.5,89.67,27228.47,3.04
1703602,1974,-0.37,69.57,100,74.89,6.68,99.27,80.99,274.79,10.06,21.03,37.66,10.35,819,15.4,0.53,89.47,34054.21,3.06
1703701,4725,-0.77,80.91,100,61.85,15.8,98.83,79.99,371.92,10.34,23.44,41.08,9.93,2141,16.89,0.55,88.56,49268.03,2.74
1703800,10307,0.45,76.31,99.89,94.67,2.91,96.6,90.71,138.76,9.79,40.34,42.54,11.97,3397,36.32,0.56,77.91,13881.93,40.78
1703826,1961,-0.76,80.59,99.69,86.68,10.82,93.26,77.43,211.46,10.77,41.05,35.65,7.24,822,26.38,0.47,83.07,25532.91,5.58
1703842,8653,0.51,59.21,99.59,72.55,0.41,84.21,68.91,174.5,7.92,51.98,24.62,6.34,2899,31.04,0.67,80.58,95662.12,2.68
1703867,4007,0.54,55.72,99.61,60.16,3.52,99.53,74.14,308.68,9.38,17.69,33.26,6.18,1667,16.07,0.46,89.06,115073.33,3.56
1703883,2201,-0.42,78.76,100,62.65,0.67,98.66,87.42,254.43,9.39,23.69,35.73,12.16,941,18.37,0.48,87.66,26350.39,6.49
1703891,3318,-0.88,53.34,100,82.11,2.27,97.43,78.16,120.78,10.29,49.48,28.22,6.66,1374,32.99,0.56,79.58,12139.52,17.43
1703909,4847,0.43,59.49,99.75,60.65,0.49,97.36,65.68,283.49,11,29.28,29.23,9.65,1929,16.14,0.61,89.01,70637.03,2.89
1704105,2131,-1.54,58.61,99.61,65.93,0.65,81.61,66.06,122.49,9.36,48.34,42.33,11.13,777,39.34,0.63,76.45,21765.64,1.09
1704600,1501,0.98,56.1,100,51.51,0.71,97.51,63.94,98.9,9.52,20.8,22.8,3.86,631,33.35,0.51,79.39,28144.1,2.28
1705102,3117,-0.42,50.53,99.22,53.99,0.58,95.33,55.74,140.08,10.1,42.26,30.72,5.28,1046,17.75,0.62,88.03,44736.71,1.9
1705508,34233,0.87,96.01,98.1,91.83,76.6,99.65,96.29,690.21,9.52,17.38,39.44,12.6,14580,17.72,0.56,88.05,23769.37,40.63
1705557,4756,0.15,85.67,99.37,90.47,0.29,99.31,87.31,356.67,11.17,23.2,35.94,10.07,2160,17.63,0.52,88.11,15713.45,22.78
